Class	Accuracy	Right_Instances	Total_Instances
0	90.81632653061224	890.0	980.0
1	97.70925110132158	1109.0	1135.0
2	64.43798449612403	665.0	1032.0
3	87.22772277227723	881.0	1010.0
4	83.29938900203666	818.0	982.0
5	0.0	0.0	892.0
6	85.17745302713988	816.0	958.0
7	87.84046692607004	903.0	1028.0
8	0.0	0.0	974.0
9	1.6848364717542121	17.0	1009.0
