Class	Accuracy	Right_Instances	Total_Instances
0	96.06837606837607	1124.0	1170.0
1	95.39473684210526	1305.0	1368.0
2	87.01413427561837	985.0	1132.0
3	85.76131687242798	1042.0	1215.0
4	92.29508196721312	1126.0	1220.0
5	82.26882745471877	863.0	1049.0
6	93.85245901639344	1145.0	1220.0
7	87.25961538461539	1089.0	1248.0
8	85.08771929824562	970.0	1140.0
9	84.41033925686591	1045.0	1238.0
