Class	Accuracy	Right_Instances	Total_Instances
0	96.14121510673235	1171.0	1218.0
1	97.02602230483271	1305.0	1345.0
2	89.67297762478485	1042.0	1162.0
3	86.99324324324324	1030.0	1184.0
4	89.0909090909091	1029.0	1155.0
5	82.17636022514071	876.0	1066.0
6	95.08196721311475	1160.0	1220.0
7	90.1263823064771	1141.0	1266.0
8	84.94176372712147	1021.0	1202.0
9	89.08629441624366	1053.0	1182.0
