Class	Accuracy	Right_Instances	Total_Instances
0	95.39748953974896	1140.0	1195.0
1	96.43687064291247	1245.0	1291.0
2	89.08649959579628	1102.0	1237.0
3	85.73770491803279	1046.0	1220.0
4	91.80187873612297	1075.0	1171.0
5	86.22920517560074	933.0	1082.0
6	95.28145695364239	1151.0	1208.0
7	91.3961038961039	1126.0	1232.0
8	83.53344768439108	974.0	1166.0
9	89.14858096828047	1068.0	1198.0
