Class	Accuracy	Right_Instances	Total_Instances
0	95.92529711375212	1130.0	1178.0
1	94.55103607060629	1232.0	1303.0
2	88.91752577319588	1035.0	1164.0
3	84.02889245585875	1047.0	1246.0
4	91.54103852596315	1093.0	1194.0
5	82.3751178133836	874.0	1061.0
6	95.77702702702703	1134.0	1184.0
7	89.71291866028709	1125.0	1254.0
8	84.92333901192504	997.0	1174.0
9	87.84219001610306	1091.0	1242.0
