Class	Accuracy	Right_Instances	Total_Instances
0	96.54889071487264	1175.0	1217.0
1	94.49404761904762	1270.0	1344.0
2	86.81855166802278	1067.0	1229.0
3	88.70056497175142	1099.0	1239.0
4	91.6958041958042	1049.0	1144.0
5	79.61904761904762	836.0	1050.0
6	92.89256198347107	1124.0	1210.0
7	90.1116427432217	1130.0	1254.0
8	86.72413793103448	1006.0	1160.0
9	87.07718993928881	1004.0	1153.0
