Class	Accuracy	Right_Instances	Total_Instances
0	94.89795918367346	930.0	980.0
1	98.32599118942731	1116.0	1135.0
2	57.751937984496124	596.0	1032.0
3	88.7128712871287	896.0	1010.0
4	45.5193482688391	447.0	982.0
5	61.09865470852018	545.0	892.0
6	86.63883089770354	830.0	958.0
7	85.99221789883268	884.0	1028.0
8	0.0	0.0	974.0
9	38.75123885034688	391.0	1009.0
