Class	Accuracy	Right_Instances	Total_Instances
0	95.87542087542087	1139.0	1188.0
1	95.29411764705883	1296.0	1360.0
2	90.21097046413502	1069.0	1185.0
3	82.17821782178218	996.0	1212.0
4	92.5925925925926	1050.0	1134.0
5	85.81497797356828	974.0	1135.0
6	94.41340782122904	1183.0	1253.0
7	91.0159529806885	1084.0	1191.0
8	92.30096237970254	1055.0	1143.0
9	86.40533778148458	1036.0	1199.0
