Class	Accuracy	Right_Instances	Total_Instances
0	93.77551020408163	919.0	980.0
1	10.13215859030837	115.0	1135.0
2	88.2751937984496	911.0	1032.0
3	79.9009900990099	807.0	1010.0
4	0.0	0.0	982.0
5	0.0	0.0	892.0
6	93.42379958246346	895.0	958.0
7	74.5136186770428	766.0	1028.0
8	57.39219712525667	559.0	974.0
9	12.388503468780971	125.0	1009.0
