Class	Accuracy	Right_Instances	Total_Instances
0	95.4356846473029	1150.0	1205.0
1	94.46902654867256	1281.0	1356.0
2	83.67683429513603	1015.0	1213.0
3	83.68852459016394	1021.0	1220.0
4	91.90600522193212	1056.0	1149.0
5	73.66482504604052	800.0	1086.0
6	94.37609841827768	1074.0	1138.0
7	90.6938775510204	1111.0	1225.0
8	82.56107834877844	980.0	1187.0
9	82.47338247338247	1007.0	1221.0
