Class	Accuracy	Right_Instances	Total_Instances
0	96.6087675765095	1168.0	1209.0
1	95.65543071161049	1277.0	1335.0
2	89.43231441048034	1024.0	1145.0
3	86.38956805215975	1060.0	1227.0
4	91.63071613459879	1062.0	1159.0
5	82.46268656716418	884.0	1072.0
6	95.84040747028862	1129.0	1178.0
7	92.95120061967467	1200.0	1291.0
8	90.40867389491243	1084.0	1199.0
9	89.28270042194093	1058.0	1185.0
