Class	Accuracy	Right_Instances	Total_Instances
0	96.57190635451505	1155.0	1196.0
1	97.83783783783784	1267.0	1295.0
2	90.67865903515944	1109.0	1223.0
3	23.397435897435898	292.0	1248.0
4	93.83445945945945	1111.0	1184.0
5	85.75367647058823	933.0	1088.0
6	96.08006672226855	1152.0	1199.0
7	92.66129032258064	1149.0	1240.0
8	0.0	0.0	1157.0
9	90.85470085470085	1063.0	1170.0
