Class	Accuracy	Right_Instances	Total_Instances
0	97.34693877551021	954.0	980.0
1	98.8546255506608	1122.0	1135.0
2	83.43023255813954	861.0	1032.0
3	82.77227722772277	836.0	1010.0
4	94.80651731160896	931.0	982.0
5	0.0	0.0	892.0
6	83.29853862212944	798.0	958.0
7	92.31517509727627	949.0	1028.0
8	0.0	0.0	974.0
9	0.0	0.0	1009.0
