Class	Accuracy	Right_Instances	Total_Instances
0	95.67847882454625	1107.0	1157.0
1	95.11305616338439	1304.0	1371.0
2	88.25531914893617	1037.0	1175.0
3	83.78600823045268	1018.0	1215.0
4	93.26513213981245	1094.0	1173.0
5	83.39382940108892	919.0	1102.0
6	95.74829931972789	1126.0	1176.0
7	91.7940466613033	1141.0	1243.0
8	87.16216216216216	1032.0	1184.0
9	87.54152823920266	1054.0	1204.0
