Class	Accuracy	Right_Instances	Total_Instances
0	95.51386623164764	1171.0	1226.0
1	96.27659574468085	1267.0	1316.0
2	87.54208754208754	1040.0	1188.0
3	87.9757785467128	1017.0	1156.0
4	89.57795004306632	1040.0	1161.0
5	80.03646308113035	878.0	1097.0
6	94.38202247191012	1092.0	1157.0
7	95.2127659574468	1253.0	1316.0
8	91.38381201044386	1050.0	1149.0
9	85.81847649918963	1059.0	1234.0
