Class	Accuracy	Right_Instances	Total_Instances
0	95.67430025445293	1128.0	1179.0
1	96.2910128388017	1350.0	1402.0
2	88.02642444260941	1066.0	1211.0
3	86.57829328914664	1045.0	1207.0
4	91.73989455184534	1044.0	1138.0
5	81.3913043478261	936.0	1150.0
6	94.91094147582697	1119.0	1179.0
7	90.57071960297766	1095.0	1209.0
8	86.45558487247142	983.0	1137.0
9	84.51178451178451	1004.0	1188.0
