Class	Accuracy	Right_Instances	Total_Instances
0	93.9810834049871	1093.0	1163.0
1	96.15099925980755	1299.0	1351.0
2	87.08260105448154	991.0	1138.0
3	88.16225165562913	1065.0	1208.0
4	89.52618453865337	1077.0	1203.0
5	79.10174152153988	863.0	1091.0
6	94.64579901153212	1149.0	1214.0
7	87.743950039032	1124.0	1281.0
8	86.97872340425532	1022.0	1175.0
9	85.20408163265306	1002.0	1176.0
