Class	Accuracy	Right_Instances	Total_Instances
0	96.42857142857143	945.0	980.0
1	96.82819383259911	1099.0	1135.0
2	73.93410852713178	763.0	1032.0
3	84.65346534653466	855.0	1010.0
4	57.128309572301426	561.0	982.0
5	39.237668161434975	350.0	892.0
6	92.37995824634656	885.0	958.0
7	84.92217898832685	873.0	1028.0
8	69.91786447638604	681.0	974.0
9	74.03369672943508	747.0	1009.0
