Class	Accuracy	Right_Instances	Total_Instances
0	93.72275501307759	1075.0	1147.0
1	95.10233918128655	1301.0	1368.0
2	87.84893267651888	1070.0	1218.0
3	83.00492610837438	1011.0	1218.0
4	93.92361111111111	1082.0	1152.0
5	63.00366300366301	688.0	1092.0
6	94.91094147582697	1119.0	1179.0
7	91.12377850162866	1119.0	1228.0
8	83.79746835443038	993.0	1185.0
9	85.16075845012367	1033.0	1213.0
