Class	Accuracy	Right_Instances	Total_Instances
0	96.63382594417077	1177.0	1218.0
1	96.83357879234168	1315.0	1358.0
2	0.0	0.0	1133.0
3	88.97058823529412	1089.0	1224.0
4	94.76394849785407	1104.0	1165.0
5	83.15018315018315	908.0	1092.0
6	94.16884247171454	1082.0	1149.0
7	91.328125	1169.0	1280.0
8	85.60541913632515	1011.0	1181.0
9	84.75	1017.0	1200.0
