Class	Accuracy	Right_Instances	Total_Instances
0	96.29302736098853	1091.0	1133.0
1	96.95872556118755	1339.0	1381.0
2	86.69354838709677	1075.0	1240.0
3	84.94983277591973	1016.0	1196.0
4	92.33903830480848	1133.0	1227.0
5	79.25925925925925	856.0	1080.0
6	95.43230016313214	1170.0	1226.0
7	91.75777964676199	1091.0	1189.0
8	89.46474086661003	1053.0	1177.0
9	88.35794960903561	1017.0	1151.0
