Class	Accuracy	Right_Instances	Total_Instances
0	96.20253164556962	1140.0	1185.0
1	94.54679439941046	1283.0	1357.0
2	87.97190517998244	1002.0	1139.0
3	88.0443388756928	1112.0	1263.0
4	90.85470085470085	1063.0	1170.0
5	81.50873965041399	886.0	1087.0
6	95.92183517417162	1129.0	1177.0
7	90.00819000819001	1099.0	1221.0
8	88.63247863247864	1037.0	1170.0
9	87.00243704305443	1071.0	1231.0
