Class	Accuracy	Right_Instances	Total_Instances
0	95.03849443969204	1111.0	1169.0
1	96.05654761904762	1291.0	1344.0
2	88.0168776371308	1043.0	1185.0
3	88.34042553191489	1038.0	1175.0
4	88.36424957841484	1048.0	1186.0
5	81.8941504178273	882.0	1077.0
6	93.32784184514003	1133.0	1214.0
7	86.78021086780211	1070.0	1233.0
8	90.95354523227384	1116.0	1227.0
9	87.05882352941177	1036.0	1190.0
