Class	Accuracy	Right_Instances	Total_Instances
0	96.36209813874788	1139.0	1182.0
1	96.07390300230946	1248.0	1299.0
2	0.0	0.0	1192.0
3	88.94514767932489	1054.0	1185.0
4	95.10729613733906	1108.0	1165.0
5	84.78073946689595	986.0	1163.0
6	97.16902581182347	1167.0	1201.0
7	92.0284135753749	1166.0	1267.0
8	88.40947546531302	1045.0	1182.0
9	88.65979381443299	1032.0	1164.0
