Class	Accuracy	Right_Instances	Total_Instances
0	96.34974533106961	1135.0	1178.0
1	94.58858413639733	1276.0	1349.0
2	89.46474086661003	1053.0	1177.0
3	86.03122432210354	1047.0	1217.0
4	91.58333333333333	1099.0	1200.0
5	87.12328767123287	954.0	1095.0
6	94.03225806451613	1166.0	1240.0
7	91.63934426229508	1118.0	1220.0
8	85.62770562770562	989.0	1155.0
9	89.47818648417451	1046.0	1169.0
