Class	Accuracy	Right_Instances	Total_Instances
0	95.36	1192.0	1250.0
1	96.7843137254902	1234.0	1275.0
2	90.00853970964987	1054.0	1171.0
3	87.0	1044.0	1200.0
4	93.17988064791133	1093.0	1173.0
5	84.89535941765241	933.0	1099.0
6	94.28822495606327	1073.0	1138.0
7	92.48181083265966	1144.0	1237.0
8	88.48337388483374	1091.0	1233.0
9	91.09477124183006	1115.0	1224.0
