Class	Accuracy	Right_Instances	Total_Instances
0	94.86531986531986	1127.0	1188.0
1	96.59511472982976	1305.0	1351.0
2	90.7190635451505	1085.0	1196.0
3	84.32835820895522	1017.0	1206.0
4	91.40690817186184	1085.0	1187.0
5	79.0352504638219	852.0	1078.0
6	94.14715719063545	1126.0	1196.0
7	91.42407553107789	1162.0	1271.0
8	83.78378378378379	961.0	1147.0
9	85.42372881355932	1008.0	1180.0
