Class	Accuracy	Right_Instances	Total_Instances
0	94.91242702251877	1138.0	1199.0
1	97.57575757575758	1288.0	1320.0
2	88.18027210884354	1037.0	1176.0
3	87.85197103781175	1092.0	1243.0
4	94.42508710801394	1084.0	1148.0
5	83.23197219808861	958.0	1151.0
6	94.7103274559194	1128.0	1191.0
7	93.81443298969072	1183.0	1261.0
8	83.16412859560067	983.0	1182.0
9	85.8281665190434	969.0	1129.0
