Class	Accuracy	Right_Instances	Total_Instances
0	94.8782535684299	1130.0	1191.0
1	96.27699180938198	1293.0	1343.0
2	89.56372968349017	1047.0	1169.0
3	85.619285120532	1030.0	1203.0
4	96.91252144082333	1130.0	1166.0
5	84.32769367764915	947.0	1123.0
6	95.99659284497444	1127.0	1174.0
7	94.77848101265823	1198.0	1264.0
8	87.26968174204355	1042.0	1194.0
9	0.0	0.0	1173.0
