Class	Accuracy	Right_Instances	Total_Instances
0	95.39641943734016	1119.0	1173.0
1	96.74981103552533	1280.0	1323.0
2	0.0	0.0	1168.0
3	89.58502847843775	1101.0	1229.0
4	94.37716262975779	1091.0	1156.0
5	82.93545534924846	938.0	1131.0
6	95.81911262798634	1123.0	1172.0
7	93.11708860759494	1177.0	1264.0
8	90.29209621993127	1051.0	1164.0
9	86.80327868852459	1059.0	1220.0
