Class	Accuracy	Right_Instances	Total_Instances
0	97.04081632653062	951.0	980.0
1	97.5330396475771	1107.0	1135.0
2	73.15891472868218	755.0	1032.0
3	0.0	0.0	1010.0
4	73.42158859470469	721.0	982.0
5	0.0	0.0	892.0
6	91.23173277661796	874.0	958.0
7	86.38132295719845	888.0	1028.0
8	79.56878850102669	775.0	974.0
9	84.34093161546085	851.0	1009.0
