Class	Accuracy	Right_Instances	Total_Instances
0	96.73469387755102	948.0	980.0
1	94.80176211453744	1076.0	1135.0
2	0.0	0.0	1032.0
3	82.27722772277228	831.0	1010.0
4	85.33604887983707	838.0	982.0
5	58.29596412556054	520.0	892.0
6	0.0	0.0	958.0
7	92.12062256809338	947.0	1028.0
8	80.69815195071868	786.0	974.0
9	0.0	0.0	1009.0
