Class	Accuracy	Right_Instances	Total_Instances
0	95.84745762711864	1131.0	1180.0
1	95.79188982402448	1252.0	1307.0
2	84.55008488964346	996.0	1178.0
3	82.60162601626017	1016.0	1230.0
4	91.00169779286927	1072.0	1178.0
5	84.8893166506256	882.0	1039.0
6	93.02325581395348	1160.0	1247.0
7	93.5117599351176	1153.0	1233.0
8	88.92703862660944	1036.0	1165.0
9	89.13917940466614	1108.0	1243.0
