Class	Accuracy	Right_Instances	Total_Instances
0	95.87798845836768	1163.0	1213.0
1	96.2490622655664	1283.0	1333.0
2	90.35087719298245	1030.0	1140.0
3	86.97749196141478	1082.0	1244.0
4	91.50943396226415	1067.0	1166.0
5	82.42597898758358	863.0	1047.0
6	93.95973154362416	1120.0	1192.0
7	93.10606060606061	1229.0	1320.0
8	89.84995586937335	1018.0	1133.0
9	81.51815181518151	988.0	1212.0
