Class	Accuracy	Right_Instances	Total_Instances
0	96.38865004299227	1121.0	1163.0
1	97.58771929824562	1335.0	1368.0
2	88.12553011026293	1039.0	1179.0
3	88.94389438943894	1078.0	1212.0
4	93.25842696629213	1079.0	1157.0
5	80.14505893019039	884.0	1103.0
6	94.10774410774411	1118.0	1188.0
7	92.57188498402556	1159.0	1252.0
8	88.68243243243244	1050.0	1184.0
9	90.20100502512562	1077.0	1194.0
