Class	Accuracy	Right_Instances	Total_Instances
0	96.8040370058873	1151.0	1189.0
1	96.90566037735849	1284.0	1325.0
2	88.32360300250208	1059.0	1199.0
3	86.07698607698607	1051.0	1221.0
4	92.9991356957649	1076.0	1157.0
5	87.33459357277883	924.0	1058.0
6	94.58784346378019	1136.0	1201.0
7	91.60997732426304	1212.0	1323.0
8	87.76223776223776	1004.0	1144.0
9	90.36348267117498	1069.0	1183.0
