Class	Accuracy	Right_Instances	Total_Instances
0	96.58617818484596	1160.0	1201.0
1	94.7178002894356	1309.0	1382.0
2	88.97569444444444	1025.0	1152.0
3	89.38906752411576	1112.0	1244.0
4	85.73913043478261	986.0	1150.0
5	82.64462809917356	900.0	1089.0
6	94.24398625429554	1097.0	1164.0
7	93.42208300704777	1193.0	1277.0
8	86.68384879725086	1009.0	1164.0
9	89.97451146983857	1059.0	1177.0
